backend,codec,Nx,Ny,Nz,Nt,total_bytes,on_disk_bytes,repeat,write_sec,read_sec,write_MBps,read_MBps,julia_threads,rayon_threads
zarrsjl,zstd,256,256,16,50,209715200,11085414,3,0.239627333,0.120312833,834.6293283663096,1662.3330613451685,16,
mmap,none,256,256,32,50,419430400,419430400,1,0.22910975,0.063871291,1745.888160586793,6262.594566939316,16,
mmap,none,256,256,32,50,419430400,419430400,2,0.294285416,0.06411925,1359.2246786704509,6238.3761506879755,16,
mmap,none,256,256,32,50,419430400,419430400,3,0.313093375,0.062995541,1277.574142218755,6349.65576373096,16,
raw,none,256,256,32,50,419430400,419430400,1,0.064756792,0.040091875,6176.9582409208915,9977.083885450606,16,
raw,none,256,256,32,50,419430400,419430400,2,0.064062625,0.039491292,6243.8902558238915,10128.815233495021,16,
raw,none,256,256,32,50,419430400,419430400,3,0.064305917,0.039676209,6220.267413339273,10081.60835124142,16,
zarrjl,none,256,256,32,50,419430400,419430589,1,0.872136791,0.351360541,458.64364871175354,1138.431762603644,16,
zarrjl,none,256,256,32,50,419430400,419430589,2,0.877165959,0.349352083,456.0140483062225,1144.9767139358948,16,
zarrjl,none,256,256,32,50,419430400,419430589,3,0.881456041,0.3302545,453.7946095941499,1211.1871299255574,16,
zarrsjl,none,256,256,32,50,419430400,419431101,1,0.365696208,0.2344505,1093.8040681023413,1706.1170694880157,16,
zarrsjl,none,256,256,32,50,419430400,419431101,2,0.366316875,0.232764625,1091.950787142962,1718.474188249181,16,
zarrsjl,none,256,256,32,50,419430400,419431101,3,0.369331458,0.264712833,1083.037990227196,1511.071433397413,16,
zarrjl,zstd,256,256,32,50,419430400,11317226,1,0.367012084,0.208455208,1089.8823701946556,1918.8774597562465,16,
zarrjl,zstd,256,256,32,50,419430400,11317226,2,0.380824208,0.254050083,1050.3533956013637,1574.4926955997098,16,
zarrjl,zstd,256,256,32,50,419430400,11317226,3,0.404496542,0.24288375,988.8836083053585,1646.878393470127,16,
zarrsjl,zstd,256,256,32,50,419430400,11317833,1,0.418787834,0.240767167,955.137584058853,1661.3560934577097,16,
zarrsjl,zstd,256,256,32,50,419430400,11317833,2,0.384178916,0.245025292,1041.1815519829308,1632.4845355148072,16,
zarrsjl,zstd,256,256,32,50,419430400,11317833,3,0.413690792,0.243989709,966.9057366884782,1639.4134065711764,16,
mmap,none,256,256,64,50,838860800,838860800,1,0.463001084,0.13137425,1727.8577257067502,6089.473393758671,16,
mmap,none,256,256,64,50,838860800,838860800,2,0.58685125,0.13066575,1363.2074567447883,6122.491930746964,16,
mmap,none,256,256,64,50,838860800,838860800,3,0.455272833,0.130563208,1757.1880903335166,6127.300426012817,16,
raw,none,256,256,64,50,838860800,838860800,1,0.121147583,0.094512,6603.5159776980445,8464.533604198408,16,
raw,none,256,256,64,50,838860800,838860800,2,0.128127458,0.099971125,6243.782655861322,8002.310667205156,16,
raw,none,256,256,64,50,838860800,838860800,3,0.124636334,0.0942995,6418.6740280727445,8483.608078515794,16,
zarrjl,none,256,256,64,50,838860800,838860989,1,1.725249583,0.588800125,463.7010249896116,1358.6953637280562,16,
zarrjl,none,256,256,64,50,838860800,838860989,2,1.725382167,0.618304125,463.66539268862164,1293.8616574812597,16,
zarrjl,none,256,256,64,50,838860800,838860989,3,1.6828025,0.60964325,475.3974396876639,1312.2428567855054,16,
zarrsjl,none,256,256,64,50,838860800,838861501,1,0.70561625,0.440468,1133.7607375113598,1816.2499886484375,16,
zarrsjl,none,256,256,64,50,838860800,838861501,2,0.711735042,0.444920417,1124.0137871418729,1798.0743733772056,16,
zarrsjl,none,256,256,64,50,838860800,838861501,3,0.712037541,0.447401083,1123.5362659059572,1788.104746273044,16,
zarrjl,zstd,256,256,64,50,838860800,11783087,1,0.676955916,0.360737833,1181.7608519134353,2217.6770131010903,16,
zarrjl,zstd,256,256,64,50,838860800,11783087,2,0.665936375,0.364575875,1201.3159665591177,2194.3306040203565,16,
zarrjl,zstd,256,256,64,50,838860800,11783087,3,0.679560875,0.375232667,1177.2308109998241,2132.01053734482,16,
zarrsjl,zstd,256,256,64,50,838860800,11783694,1,0.785631125,0.461409208,1018.289594878258,1733.8188881570825,16,
zarrsjl,zstd,256,256,64,50,838860800,11783694,2,0.78709375,0.482507833,1016.3973478381704,1658.0041717167314,16,
zarrsjl,zstd,256,256,64,50,838860800,11783694,3,0.7734135,0.451476042,1034.3755313296188,1771.9655653400098,16,
mmap,none,512,512,32,50,1677721600,1677721600,1,0.897263375,0.258934042,1783.1999439406518,6179.179792821526,16,
mmap,none,512,512,32,50,1677721600,1677721600,2,0.917105542,0.259382792,1744.6192686948127,6168.489388455654,16,
mmap,none,512,512,32,50,1677721600,1677721600,3,0.91238075,0.259514416,1753.653833665386,6165.36077132609,16,
raw,none,512,512,32,50,1677721600,1677721600,1,0.265378083,0.2359945,6029.133913066966,6779.819021206003,16,
raw,none,512,512,32,50,1677721600,1677721600,2,0.233936042,0.230539666,6839.476235987612,6940.237347268474,16,
raw,none,512,512,32,50,1677721600,1677721600,3,0.234650833,0.233375667,6818.641892483714,6855.898991388849,16,
zarrjl,none,512,512,32,50,1677721600,1677721789,1,3.424661042,1.22573675,467.19952146434935,1305.3373817828337,16,
zarrjl,none,512,512,32,50,1677721600,1677721789,2,3.401961959,1.25799325,470.3168404829303,1271.866919794681,16,
zarrjl,none,512,512,32,50,1677721600,1677721789,3,3.36754375,1.290050209,475.1237456083533,1240.2618044147769,16,
zarrsjl,none,512,512,32,50,1677721600,1677722301,1,1.35520925,0.861837375,1180.629485815567,1856.4987391037664,16,
zarrsjl,none,512,512,32,50,1677721600,1677722301,2,1.333615458,0.854471625,1199.7461415148055,1872.50220275015,16,
zarrsjl,none,512,512,32,50,1677721600,1677722301,3,1.340653541,0.871876209,1193.447785776594,1835.1229033249147,16,
zarrjl,zstd,512,512,32,50,1677721600,12715700,1,1.280939417,0.712365,1249.0832733895018,2246.039600485706,16,
zarrjl,zstd,512,512,32,50,1677721600,12715700,2,1.293958416,0.716929375,1236.5157799630556,2231.74005110336,16,
